timestamp,symbol,price,volume,change,api_tier,fear_greed
2025-07-23T13:02:42.098069,BTC,118322.0,15583.16254,-0.51,FREE,74
2025-07-23T13:02:42.098069,ETH,3665.06,669406.412,-0.682,FREE,74
2025-07-23T13:02:42.098069,XRP,3.4459,192010622.0,-1.346,FREE,74
2025-07-23T13:02:42.098069,SOL,197.83,5335158.136,-0.307,FREE,74
