timestamp,symbol,price,volume,change_24h,fear_greed
2025-07-22T23:25:26.584793,BTC,119570.79,20504.2812,2.044,72
2025-07-22T23:25:26.584793,ETH,3708.42,862011.4432,-1.321,72
2025-07-22T23:25:26.584793,SOL,200.59,8369213.443,3.02,72
2025-07-22T23:25:26.584793,XRP,3.5294,248477569.1,-0.311,72
